574	10000	18	1080	S/SALDOS	DIAS-F.	90	18/07/1997	3333.03	131052
575	3000	18	1080	C.FIJA	DIAS-F.	30	18/07/1997	1164.87	131052
577	15000	18	1080	C.FIJA	DIAS-F.	30	21/07/1997	5854.31	131052
578	5000	24	1080	C.FIJA	DIAS-F.	30	21/07/1997	2544.65	133052
579	15000	18	1080	S/SALDOS	DIAS-F.	30	21/07/1997	4999.92	131052
581	5000	24	1080	C.FIJA	DIAS-F.	30	22/07/1997	2226.25	132052
588	20000	20	1440	C.FIJA	F. FIJA	30	23/07/1997	12434.03	131052
589	13000	23.84	1080	C.FIJA	DIAS-F.	30	23/07/1997	4538.26	131052
590	6000	24	1080	C.FIJA	DIAS-F.	30	24/07/1997	2480.07	131052
593	7000	21	1440	C.FIJA	DIAS-F.	30	24/07/1997	4217.61	131052
594	6500	20	1080	C.FIJA	DIAS-F.	30	25/07/1997	2225.66	131052
595	4500	18	720	C.FIJA	DIAS-F.	30	25/07/1997	220.61	132052
596	4500	18	720	C.FIJA	DIAS-F.	30	25/07/1997	438.91	132052
599	10200	24	1080	C.FIJA	DIAS-F.	30	25/07/1997	7812.67	133052
600	15000	22	1080	C.FIJA	DIAS-F.	30	28/07/1997	4079.2	131052
605	5000	21.63	1080	C.FIJA	DIAS-F.	30	30/07/1997	2181.04	132052
606	15000	18	3600	C.FIJA	DIAS-F.	30	30/07/1997	13702.85	131052
610	2000	22	1080	C.FIJA	DIAS-F.	30	31/07/1997	804.55	131052
615	12000	18	1080	C.FIJA	DIAS-F.	30	01/08/1997	4728.67	131052
617	30000	18	1080	C.FIJA	DIAS-F.	90	01/08/1997	11802.65	131052
619	5500	21.63	1080	C.FIJA	DIAS-F.	30	04/08/1997	2227.85	131052
620	10000	19	1440	C.FIJA	DIAS-F.	30	04/08/1997	5929.25	131052
621	5000	24	1080	C.FIJA	DIAS-F.	30	04/08/1997	2074.25	131052
622	4000	24	1080	C.FIJA	DIAS-F.	30	04/08/1997	1654.05	131052
